Time, Position, Rotation
14:43:45:516,(0.772. 1.587. -0.290),(0.031. 0.998. 0.029. 0.043)
14:43:46:036,(0.759. 1.588. -0.290),(0.029. 0.999. 0.028. 0.010)
14:43:46:548,(0.759. 1.587. -0.286),(0.031. 0.999. 0.025. 0.010)
14:43:47:058,(0.757. 1.586. -0.292),(0.030. 0.999. 0.018. 0.017)
14:43:47:568,(0.760. 1.598. -0.290),(0.031. 0.995. 0.085. 0.041)
14:43:48:08,(0.753. 1.603. -0.290),(0.023. 0.992. 0.123. 0.028)
14:43:48:591,(0.747. 1.602. -0.288),(0.024. 0.992. 0.119. 0.024)
14:43:49:101,(0.746. 1.600. -0.289),(0.023. 0.993. 0.108. 0.030)
14:43:49:612,(0.745. 1.599. -0.289),(0.024. 0.994. 0.104. 0.030)
14:43:50:127,(0.746. 1.597. -0.286),(0.027. 0.994. 0.098. 0.031)
14:43:50:646,(0.749. 1.594. -0.286),(0.030. 0.995. 0.080. 0.040)
14:43:51:156,(0.754. 1.587. -0.293),(0.035. 0.997. 0.040. 0.053)
14:43:51:667,(0.755. 1.584. -0.301),(0.035. 0.998. 0.023. 0.054)
14:43:52:189,(0.758. 1.586. -0.302),(0.032. 0.996. 0.033. 0.071)
14:43:52:7,(0.758. 1.581. -0.286),(0.025. 0.996. -0.001. 0.085)
14:43:53:212,(0.768. 1.584. -0.275),(0.035. 0.994. 0.012. 0.099)
14:43:53:735,(0.773. 1.585. -0.270),(0.044. 0.994. 0.019. 0.095)
14:43:54:244,(0.772. 1.585. -0.268),(0.042. 0.995. 0.014. 0.088)
14:43:54:755,(0.770. 1.586. -0.272),(0.039. 0.996. 0.016. 0.078)
14:43:55:259,(0.770. 1.585. -0.278),(0.036. 0.996. 0.012. 0.075)
14:43:55:778,(0.772. 1.585. -0.282),(0.036. 0.996. 0.010. 0.077)
14:43:56:287,(0.775. 1.583. -0.291),(0.036. 0.995. -0.006. 0.095)
14:43:56:799,(0.785. 1.586. -0.290),(0.044. 0.992. 0.030. 0.117)
14:43:57:31,(0.788. 1.586. -0.273),(0.044. 0.988. 0.032. 0.147)
14:43:57:821,(0.810. 1.580. -0.255),(0.048. 0.959. 0.002. 0.281)
14:43:58:333,(0.809. 1.577. -0.246),(0.057. 0.950. -0.001. 0.307)
14:43:58:843,(0.802. 1.569. -0.244),(0.040. 0.955. -0.072. 0.286)
14:43:59:353,(0.790. 1.569. -0.245),(0.032. 0.971. -0.067. 0.229)
14:43:59:865,(0.781. 1.576. -0.247),(0.029. 0.986. -0.038. 0.159)
14:44:00:376,(0.777. 1.578. -0.256),(0.026. 0.989. -0.034. 0.142)
14:44:00:898,(0.768. 1.576. -0.267),(0.030. 0.995. -0.041. 0.081)
14:44:01:408,(0.759. 1.577. -0.274),(0.020. 0.998. -0.039. 0.034)
14:44:01:92,(0.758. 1.579. -0.282),(0.024. 0.999. -0.029. 0.027)
14:44:02:44,(0.754. 1.580. -0.291),(0.024. 0.999. -0.026. 0.034)
14:44:02:954,(0.751. 1.580. -0.292),(0.023. 0.999. -0.023. 0.038)
14:44:03:473,(0.750. 1.581. -0.295),(0.024. 0.999. -0.021. 0.042)
14:44:03:984,(0.752. 1.581. -0.299),(0.024. 0.999. -0.019. 0.042)
14:44:04:496,(0.752. 1.581. -0.302),(0.025. 0.999. -0.016. 0.043)
14:44:05:017,(0.752. 1.582. -0.305),(0.025. 0.999. -0.016. 0.045)
14:44:05:529,(0.754. 1.582. -0.307),(0.026. 0.999. -0.013. 0.046)
14:44:06:051,(0.758. 1.583. -0.306),(0.029. 0.998. -0.010. 0.047)
14:44:06:572,(0.762. 1.583. -0.301),(0.033. 0.998. -0.006. 0.049)
14:44:07:083,(0.764. 1.584. -0.301),(0.034. 0.998. -0.003. 0.049)
14:44:07:594,(0.766. 1.589. -0.295),(0.034. 0.998. 0.020. 0.051)
14:44:08:104,(0.769. 1.589. -0.291),(0.034. 0.998. 0.026. 0.051)
14:44:08:627,(0.771. 1.588. -0.289),(0.034. 0.998. 0.024. 0.047)
14:44:09:137,(0.772. 1.588. -0.291),(0.032. 0.998. 0.025. 0.047)
14:44:09:638,(0.772. 1.588. -0.293),(0.032. 0.998. 0.026. 0.046)
14:44:10:15,(0.771. 1.588. -0.291),(0.032. 0.998. 0.028. 0.046)
14:44:10:661,(0.769. 1.589. -0.290),(0.032. 0.998. 0.029. 0.047)
14:44:11:173,(0.770. 1.589. -0.287),(0.032. 0.998. 0.030. 0.046)
14:44:11:681,(0.772. 1.589. -0.285),(0.037. 0.998. 0.032. 0.048)
14:44:12:192,(0.774. 1.588. -0.285),(0.038. 0.998. 0.031. 0.047)
14:44:12:703,(0.776. 1.588. -0.287),(0.042. 0.997. 0.029. 0.049)
14:44:13:214,(0.784. 1.588. -0.291),(0.046. 0.996. 0.030. 0.064)
14:44:13:725,(0.805. 1.585. -0.285),(0.054. 0.993. 0.019. 0.100)
14:44:14:246,(0.862. 1.564. -0.280),(0.043. 0.988. -0.080. 0.125)
14:44:14:76,(0.888. 1.552. -0.277),(0.077. 0.956. -0.125. 0.255)
14:44:15:27,(0.750. 1.571. -0.305),(0.051. 0.968. -0.032. 0.243)
14:44:15:784,(0.606. 1.557. -0.330),(0.025. 0.994. -0.047. 0.097)
14:44:16:302,(0.570. 1.545. -0.325),(0.019. 0.995. -0.080. 0.063)
14:44:16:812,(0.558. 1.539. -0.317),(0.017. 0.994. -0.099. 0.045)
14:44:17:324,(0.542. 1.550. -0.320),(0.017. 0.999. -0.041. 0.025)
14:44:17:835,(0.529. 1.556. -0.313),(0.010. 1.000. -0.006. 0.029)
14:44:18:345,(0.527. 1.557. -0.304),(0.014. 0.999. 0.004. 0.036)
14:44:18:849,(0.526. 1.558. -0.310),(0.015. 0.999. 0.003. 0.035)
14:44:19:356,(0.534. 1.563. -0.305),(0.027. 0.997. 0.023. 0.070)
14:44:19:867,(0.546. 1.567. -0.285),(0.049. 0.988. 0.056. 0.136)
14:44:20:379,(0.555. 1.565. -0.283),(0.058. 0.981. 0.049. 0.177)
14:44:20:889,(0.550. 1.568. -0.280),(0.046. 0.982. 0.064. 0.169)
14:44:21:4,(0.550. 1.565. -0.286),(0.048. 0.987. 0.046. 0.149)
14:44:21:921,(0.551. 1.562. -0.288),(0.050. 0.990. 0.028. 0.132)
14:44:22:432,(0.541. 1.556. -0.285),(0.031. 0.996. -0.015. 0.079)
14:44:22:944,(0.535. 1.564. -0.277),(0.031. 0.998. 0.020. 0.056)
14:44:23:455,(0.542. 1.563. -0.271),(0.040. 0.997. 0.019. 0.063)
14:44:23:959,(0.540. 1.561. -0.275),(0.042. 0.997. 0.008. 0.067)
14:44:24:466,(0.540. 1.562. -0.278),(0.041. 0.997. 0.016. 0.066)
14:44:24:976,(0.540. 1.562. -0.278),(0.041. 0.997. 0.018. 0.069)
14:44:25:489,(0.542. 1.562. -0.279),(0.048. 0.996. 0.015. 0.074)
14:44:26:,(0.540. 1.559. -0.276),(0.038. 0.997. -0.001. 0.066)
14:44:26:51,(0.537. 1.564. -0.269),(0.038. 0.997. 0.021. 0.057)
14:44:27:023,(0.535. 1.563. -0.260),(0.041. 0.997. 0.015. 0.058)
14:44:27:531,(0.535. 1.565. -0.255),(0.041. 0.997. 0.025. 0.060)
14:44:28:04,(0.536. 1.564. -0.263),(0.044. 0.997. 0.023. 0.056)
14:44:28:546,(0.536. 1.563. -0.270),(0.042. 0.997. 0.016. 0.055)
14:44:29:062,(0.530. 1.564. -0.263),(0.037. 0.998. 0.019. 0.048)
14:44:29:574,(0.532. 1.561. -0.260),(0.037. 0.998. 0.005. 0.055)
14:44:30:085,(0.534. 1.561. -0.260),(0.039. 0.998. 0.004. 0.056)
14:44:30:585,(0.533. 1.562. -0.265),(0.037. 0.998. 0.008. 0.053)
14:44:31:096,(0.538. 1.569. -0.256),(0.042. 0.995. 0.057. 0.067)
14:44:31:607,(0.557. 1.566. -0.260),(0.046. 0.992. 0.052. 0.108)
14:44:32:119,(0.569. 1.569. -0.253),(0.046. 0.981. 0.072. 0.175)
14:44:32:628,(0.568. 1.568. -0.248),(0.047. 0.978. 0.067. 0.191)
14:44:33:15,(0.571. 1.567. -0.258),(0.050. 0.977. 0.064. 0.198)
14:44:33:662,(0.566. 1.565. -0.266),(0.048. 0.980. 0.056. 0.185)
14:44:34:172,(0.565. 1.563. -0.270),(0.049. 0.980. 0.044. 0.189)
14:44:34:694,(0.566. 1.558. -0.275),(0.049. 0.982. 0.022. 0.181)
14:44:35:206,(0.566. 1.562. -0.265),(0.049. 0.981. 0.038. 0.184)
14:44:35:727,(0.561. 1.563. -0.269),(0.043. 0.982. 0.043. 0.177)
14:44:36:227,(0.556. 1.562. -0.281),(0.041. 0.983. 0.038. 0.176)
14:44:36:748,(0.556. 1.560. -0.287),(0.037. 0.983. 0.033. 0.179)
14:44:37:259,(0.560. 1.556. -0.284),(0.047. 0.983. 0.008. 0.180)
14:44:37:77,(0.559. 1.556. -0.293),(0.046. 0.983. 0.010. 0.176)
14:44:38:282,(0.559. 1.559. -0.292),(0.043. 0.981. 0.027. 0.185)
14:44:38:803,(0.560. 1.559. -0.288),(0.048. 0.980. 0.026. 0.190)
14:44:39:315,(0.560. 1.559. -0.289),(0.049. 0.981. 0.027. 0.188)
14:44:39:816,(0.560. 1.558. -0.286),(0.047. 0.981. 0.022. 0.189)
14:44:40:327,(0.560. 1.559. -0.277),(0.049. 0.979. 0.025. 0.195)
14:44:40:836,(0.556. 1.558. -0.269),(0.047. 0.981. 0.020. 0.185)
14:44:41:34,(0.557. 1.566. -0.262),(0.039. 0.982. 0.059. 0.174)
14:44:41:846,(0.564. 1.566. -0.273),(0.043. 0.981. 0.061. 0.181)
14:44:42:368,(0.562. 1.563. -0.279),(0.042. 0.981. 0.050. 0.180)
14:44:42:881,(0.556. 1.562. -0.282),(0.037. 0.982. 0.047. 0.177)
14:44:43:391,(0.551. 1.563. -0.280),(0.033. 0.983. 0.048. 0.175)
14:44:43:901,(0.552. 1.566. -0.272),(0.036. 0.981. 0.062. 0.181)
14:44:44:413,(0.566. 1.565. -0.263),(0.052. 0.974. 0.063. 0.211)
14:44:44:913,(0.583. 1.568. -0.250),(0.070. 0.970. 0.053. 0.229)
14:44:45:424,(0.661. 1.579. -0.214),(0.066. 0.933. 0.033. 0.352)
14:44:45:935,(0.736. 1.579. -0.163),(0.043. 0.896. 0.019. 0.442)
14:44:46:457,(0.765. 1.583. -0.153),(0.070. 0.850. 0.048. 0.520)
14:44:46:966,(0.752. 1.589. -0.189),(0.049. 0.843. 0.067. 0.531)
14:44:47:477,(0.745. 1.587. -0.220),(0.038. 0.869. 0.064. 0.489)
14:44:47:982,(0.736. 1.592. -0.219),(0.022. 0.881. 0.087. 0.464)
14:44:48:489,(0.741. 1.589. -0.220),(0.035. 0.884. 0.077. 0.460)
14:44:48:999,(0.742. 1.587. -0.221),(0.043. 0.886. 0.072. 0.457)
14:44:49:512,(0.743. 1.587. -0.221),(0.047. 0.884. 0.071. 0.460)
14:44:50:032,(0.691. 1.588. -0.267),(0.026. 0.995. 0.046. 0.083)
14:44:50:543,(0.671. 1.586. -0.274),(0.022. 0.999. 0.031. 0.015)
