Time, Position, Rotation
10:16:51:503,(1.802. 1.428. -0.214),(0.373. 0.416. -0.253. 0.790)
10:16:52:004,(1.815. 1.419. -0.195),(0.447. 0.385. -0.309. 0.746)
10:16:52:513,(1.810. 1.421. -0.195),(0.461. 0.402. -0.303. 0.730)
10:16:53:018,(1.795. 1.422. -0.210),(0.474. 0.368. -0.313. 0.736)
10:16:53:519,(1.793. 1.426. -0.228),(0.421. 0.423. -0.269. 0.756)
10:16:54:025,(1.793. 1.433. -0.240),(0.375. 0.461. -0.251. 0.764)
10:16:54:533,(1.856. 1.392. -0.220),(0.570. 0.285. -0.352. 0.686)
10:16:55:035,(1.834. 1.235. -0.165),(0.829. 0.150. -0.312. 0.439)
10:16:55:549,(1.772. 1.210. -0.076),(0.917. 0.089. -0.175. 0.347)
10:16:56:059,(1.755. 1.202. -0.044),(0.917. 0.131. -0.143. 0.348)
10:16:56:572,(1.796. 1.193. -0.065),(0.920. 0.141. -0.190. 0.313)
10:16:57:083,(1.806. 1.188. -0.067),(0.924. 0.126. -0.193. 0.306)
10:16:57:592,(1.812. 1.188. -0.071),(0.921. 0.126. -0.201. 0.310)
10:16:58:103,(1.805. 1.179. -0.083),(0.924. 0.115. -0.199. 0.305)
10:16:58:615,(1.796. 1.173. -0.097),(0.925. 0.117. -0.193. 0.305)
10:16:59:12,(1.861. 1.161. -0.130),(0.863. 0.045. -0.055. 0.499)
10:16:59:631,(1.874. 1.173. -0.140),(0.807. 0.045. -0.036. 0.588)
10:17:00:143,(1.881. 1.172. -0.138),(0.804. 0.035. -0.038. 0.593)
10:17:00:653,(1.883. 1.172. -0.137),(0.804. 0.025. -0.040. 0.593)
10:17:01:153,(1.874. 1.190. -0.137),(0.788. 0.068. -0.048. 0.610)
10:17:01:653,(1.827. 1.358. -0.161),(0.555. 0.242. -0.193. 0.772)
10:17:02:154,(1.833. 1.360. -0.163),(0.493. 0.202. -0.198. 0.823)
10:17:02:665,(1.815. 1.295. -0.217),(0.484. 0.345. -0.264. 0.760)
10:17:03:177,(1.815. 1.264. -0.273),(0.612. 0.144. -0.166. 0.760)
10:17:03:686,(1.804. 1.255. -0.283),(0.601. 0.141. -0.125. 0.777)
10:17:04:186,(1.804. 1.255. -0.275),(0.611. 0.136. -0.124. 0.770)
10:17:04:698,(1.806. 1.262. -0.266),(0.613. 0.145. -0.135. 0.765)
10:17:05:207,(1.845. 1.287. -0.227),(0.613. 0.224. -0.215. 0.727)
10:17:05:718,(1.881. 1.326. -0.077),(0.449. 0.482. -0.506. 0.558)
10:17:06:222,(1.781. 1.521. -0.134),(0.141. 0.800. -0.319. 0.489)
10:17:06:729,(1.738. 1.533. -0.209),(0.055. 0.915. -0.192. 0.349)
10:17:07:234,(1.646. 1.575. -0.236),(-0.025. 0.999. 0.032. 0.029)
10:17:07:748,(1.630. 1.582. -0.229),(-0.019. 0.994. 0.035. -0.103)
10:17:08:252,(1.725. 1.534. -0.258),(0.055. 0.925. -0.221. 0.304)
10:17:08:75,(1.865. 1.524. -0.298),(0.200. 0.626. -0.348. 0.669)
10:17:09:254,(2.022. 1.502. -0.327),(0.127. 0.712. -0.440. 0.532)
10:17:09:762,(2.030. 1.468. -0.331),(0.120. 0.773. -0.437. 0.444)
10:17:10:273,(2.011. 1.504. -0.350),(0.131. 0.750. -0.453. 0.464)
10:17:10:788,(1.960. 1.524. -0.304),(0.077. 0.895. -0.250. 0.361)
10:17:11:301,(1.822. 1.590. -0.301),(-0.017. 0.989. 0.040. -0.141)
10:17:11:809,(1.753. 1.594. -0.297),(-0.025. 0.952. 0.054. -0.302)
10:17:12:32,(1.740. 1.594. -0.304),(-0.021. 0.958. 0.047. -0.283)
10:17:12:831,(1.752. 1.593. -0.316),(-0.053. 0.979. 0.047. -0.194)
10:17:13:344,(1.776. 1.590. -0.318),(-0.057. 0.998. 0.015. -0.003)
10:17:13:854,(1.747. 1.591. -0.315),(-0.057. 0.997. 0.019. 0.039)
10:17:14:367,(1.704. 1.609. -0.292),(-0.074. 0.989. 0.130. 0.011)
10:17:14:877,(1.681. 1.605. -0.283),(-0.057. 0.990. 0.132. -0.006)
10:17:15:389,(1.694. 1.573. -0.314),(-0.041. 0.998. -0.041. 0.035)
10:17:15:898,(1.727. 1.545. -0.354),(-0.012. 0.988. -0.135. 0.070)
10:17:16:408,(1.736. 1.600. -0.294),(-0.037. 0.994. 0.092. 0.045)
10:17:16:923,(1.739. 1.640. -0.252),(-0.045. 0.920. 0.390. 0.009)
10:17:17:419,(1.748. 1.621. -0.269),(-0.030. 0.962. 0.270. 0.036)
10:17:17:93,(1.759. 1.606. -0.288),(-0.032. 0.982. 0.187. 0.020)
10:17:18:441,(1.766. 1.577. -0.295),(-0.042. 0.994. -0.090. 0.040)
10:17:18:963,(1.767. 1.581. -0.300),(-0.034. 0.996. -0.067. 0.039)
10:17:19:473,(1.759. 1.602. -0.296),(-0.043. 0.997. 0.027. 0.051)
10:17:19:985,(1.688. 1.601. -0.304),(-0.045. 0.998. 0.023. 0.045)
10:17:20:497,(1.519. 1.562. -0.316),(-0.223. 0.974. -0.041. 0.008)
10:17:21:007,(1.524. 1.555. -0.125),(-0.183. 0.982. -0.032. 0.022)
10:17:21:518,(1.464. 1.579. -0.014),(-0.095. 0.995. -0.009. -0.018)
10:17:22:03,(1.270. 1.572. 0.037),(-0.129. 0.991. 0.015. -0.039)
10:17:22:54,(1.181. 1.555. 0.098),(-0.239. 0.969. 0.031. -0.053)
10:17:23:05,(1.159. 1.547. 0.100),(-0.277. 0.957. 0.040. -0.081)
10:17:23:563,(1.246. 1.569. 0.059),(-0.211. 0.975. 0.005. 0.072)
10:17:24:072,(1.436. 1.572. 0.043),(0.136. 0.991. 0.014. 0.003)
10:17:24:585,(1.558. 1.555. 0.024),(0.298. 0.954. 0.010. 0.006)
10:17:25:096,(1.662. 1.550. 0.017),(0.292. 0.954. -0.022. 0.059)
10:17:25:604,(1.698. 1.511. -0.066),(0.257. 0.947. -0.081. 0.177)
10:17:26:113,(1.867. 1.189. -0.175),(0.359. 0.646. -0.572. 0.356)
10:17:26:613,(2.153. 0.992. 0.055),(0.623. 0.377. -0.571. 0.378)
10:17:27:122,(2.149. 0.898. 0.150),(0.648. 0.339. -0.572. 0.371)
10:17:27:632,(2.105. 0.873. 0.097),(0.607. 0.403. -0.555. 0.402)
10:17:28:142,(2.232. 0.855. 0.140),(0.616. 0.405. -0.554. 0.387)
