Time, Position, Rotation
10:39:30:301,(1.378. 1.119. -0.153),(-0.208. 0.513. 0.113. 0.825)
10:39:30:812,(1.417. 1.094. -0.134),(-0.041. 0.558. 0.033. 0.828)
10:39:31:322,(1.444. 1.067. -0.120),(0.063. 0.567. -0.031. 0.821)
10:39:31:827,(1.438. 1.171. -0.104),(-0.172. 0.536. 0.135. 0.816)
10:39:32:334,(1.421. 1.159. -0.087),(-0.165. 0.508. 0.122. 0.836)
10:39:32:839,(1.430. 1.131. -0.084),(-0.140. 0.513. 0.063. 0.845)
10:39:33:345,(1.436. 1.105. -0.096),(-0.093. 0.541. 0.019. 0.836)
10:39:33:855,(1.447. 1.081. -0.099),(0.022. 0.617. -0.007. 0.787)
10:39:34:356,(1.463. 1.071. -0.103),(0.069. 0.653. -0.034. 0.753)
10:39:34:866,(1.483. 1.038. -0.112),(0.115. 0.617. -0.090. 0.773)
10:39:35:376,(1.479. 1.044. -0.119),(0.070. 0.645. -0.047. 0.759)
10:39:35:887,(1.509. 1.044. -0.105),(0.091. 0.661. -0.066. 0.742)
10:39:36:398,(1.579. 1.023. -0.074),(0.168. 0.684. -0.140. 0.696)
10:39:36:908,(1.668. 1.039. -0.065),(0.141. 0.699. -0.105. 0.693)
10:39:37:419,(1.703. 1.042. -0.060),(0.139. 0.699. -0.104. 0.694)
10:39:37:92,(1.657. 1.064. -0.053),(0.082. 0.716. -0.095. 0.686)
10:39:38:42,(1.455. 1.059. -0.050),(0.120. 0.642. -0.085. 0.752)
10:39:38:93,(1.349. 1.063. -0.070),(0.101. 0.617. -0.043. 0.779)
10:39:39:441,(1.335. 1.076. -0.121),(0.014. 0.687. -0.012. 0.727)
10:39:39:941,(1.321. 1.099. -0.128),(-0.053. 0.828. 0.048. 0.556)
10:39:40:445,(1.045. 1.098. -0.087),(-0.040. 0.994. 0.069. 0.074)
10:39:40:956,(0.885. 1.153. -0.141),(-0.025. 0.990. 0.091. 0.108)
10:39:41:467,(0.766. 1.181. -0.247),(-0.020. 0.995. 0.089. 0.042)
10:39:41:978,(0.692. 1.178. -0.329),(-0.021. 0.998. 0.061. -0.008)
10:39:42:489,(0.707. 1.168. -0.345),(0.003. 1.000. 0.018. 0.024)
10:39:43:,(0.733. 1.167. -0.357),(0.011. 0.999. -0.006. 0.043)
10:39:43:509,(0.735. 1.163. -0.394),(0.032. 0.999. -0.009. 0.015)
10:39:44:021,(0.735. 1.169. -0.421),(0.008. 0.999. 0.048. 0.019)
10:39:44:533,(0.715. 1.171. -0.420),(-0.011. 0.998. 0.060. 0.000)
10:39:45:043,(0.668. 1.168. -0.416),(-0.045. 0.998. 0.050. -0.021)
10:39:45:554,(0.654. 1.170. -0.410),(-0.035. 0.997. 0.067. 0.008)
10:39:46:075,(0.597. 1.165. -0.410),(-0.102. 0.993. 0.050. -0.028)
10:39:46:587,(0.610. 1.166. -0.367),(-0.066. 0.995. 0.019. 0.068)
10:39:47:099,(0.714. 1.134. -0.301),(0.039. 0.885. -0.157. 0.437)
10:39:47:605,(0.908. 1.096. -0.231),(0.117. 0.763. -0.177. 0.610)
10:39:48:115,(1.069. 1.104. -0.150),(0.133. 0.723. -0.125. 0.666)
10:39:48:614,(1.186. 1.109. -0.157),(0.129. 0.690. -0.047. 0.711)
10:39:49:126,(1.520. 1.065. -0.106),(0.171. 0.670. -0.068. 0.719)
10:39:49:637,(1.716. 1.083. -0.122),(0.172. 0.628. -0.133. 0.747)
10:39:50:147,(1.918. 1.081. -0.086),(0.181. 0.644. -0.157. 0.727)
10:39:50:659,(1.963. 1.077. -0.088),(0.194. 0.651. -0.173. 0.713)
10:39:51:17,(1.914. 1.078. -0.094),(0.169. 0.656. -0.156. 0.719)
10:39:51:68,(1.800. 1.056. -0.107),(0.158. 0.656. -0.133. 0.726)
10:39:52:186,(1.711. 1.062. -0.122),(0.114. 0.653. -0.112. 0.741)
10:39:52:692,(1.709. 1.068. -0.135),(0.090. 0.663. -0.116. 0.734)
10:39:53:202,(1.705. 1.069. -0.131),(0.090. 0.661. -0.109. 0.737)
10:39:53:704,(1.700. 1.070. -0.129),(0.086. 0.660. -0.100. 0.739)
10:39:54:213,(1.698. 1.073. -0.131),(0.079. 0.659. -0.093. 0.742)
10:39:54:716,(1.678. 1.082. -0.092),(0.056. 0.498. -0.022. 0.865)
10:39:55:224,(1.626. 1.073. -0.072),(0.055. 0.428. -0.024. 0.902)
10:39:55:735,(1.646. 1.067. -0.026),(0.080. 0.466. -0.052. 0.879)
10:39:56:235,(1.630. 1.065. -0.014),(0.073. 0.480. -0.046. 0.873)
10:39:56:746,(1.627. 1.067. -0.032),(0.054. 0.472. -0.060. 0.878)
10:39:57:245,(1.629. 1.071. -0.058),(0.009. 0.493. -0.085. 0.866)
10:39:57:75,(1.632. 1.073. -0.088),(-0.023. 0.510. -0.101. 0.854)
10:39:58:257,(1.647. 1.071. -0.115),(-0.038. 0.538. -0.131. 0.832)
10:39:58:767,(1.666. 1.067. -0.118),(-0.046. 0.576. -0.159. 0.801)
10:39:59:279,(1.679. 1.068. -0.079),(-0.008. 0.528. -0.130. 0.839)
10:39:59:788,(1.652. 1.068. -0.078),(-0.020. 0.487. -0.127. 0.864)
10:40:00:29,(1.664. 1.070. -0.108),(-0.042. 0.512. -0.145. 0.846)
10:40:00:8,(1.690. 1.061. -0.145),(-0.051. 0.538. -0.195. 0.818)
10:40:01:311,(1.696. 1.058. -0.147),(-0.044. 0.537. -0.203. 0.817)
10:40:01:814,(1.695. 1.063. -0.149),(-0.038. 0.500. -0.187. 0.844)
10:40:02:322,(1.678. 1.065. -0.159),(-0.082. 0.469. -0.203. 0.856)
10:40:02:832,(1.679. 1.068. -0.147),(-0.093. 0.495. -0.191. 0.842)
10:40:03:332,(1.675. 1.070. -0.140),(-0.097. 0.510. -0.179. 0.836)
10:40:03:843,(1.675. 1.073. -0.144),(-0.114. 0.517. -0.168. 0.831)
10:40:04:343,(1.682. 1.074. -0.146),(-0.124. 0.528. -0.165. 0.824)
10:40:04:854,(1.683. 1.077. -0.151),(-0.132. 0.531. -0.156. 0.822)
10:40:05:365,(1.681. 1.076. -0.155),(-0.134. 0.527. -0.158. 0.824)
10:40:05:87,(1.682. 1.075. -0.150),(-0.124. 0.526. -0.161. 0.826)
10:40:06:376,(1.680. 1.079. -0.149),(-0.104. 0.530. -0.134. 0.831)
10:40:06:886,(1.661. 1.074. -0.158),(-0.035. 0.599. -0.105. 0.793)
10:40:07:398,(1.636. 1.064. -0.149),(0.048. 0.643. -0.108. 0.757)
10:40:07:907,(1.642. 1.055. -0.126),(0.099. 0.656. -0.119. 0.739)
10:40:08:418,(1.648. 1.054. -0.138),(0.094. 0.654. -0.132. 0.739)
10:40:08:918,(1.650. 1.054. -0.151),(0.084. 0.655. -0.138. 0.738)
10:40:09:428,(1.653. 1.046. -0.157),(0.105. 0.659. -0.169. 0.725)
10:40:09:934,(1.683. 1.010. -0.149),(0.195. 0.613. -0.269. 0.717)
10:40:10:439,(1.685. 1.011. -0.147),(0.197. 0.601. -0.259. 0.730)
10:40:10:95,(1.680. 1.007. -0.146),(0.216. 0.570. -0.261. 0.749)
10:40:11:462,(1.681. 1.006. -0.152),(0.216. 0.566. -0.270. 0.748)
10:40:11:972,(1.676. 1.004. -0.145),(0.226. 0.567. -0.266. 0.746)
10:40:12:483,(1.675. 1.004. -0.138),(0.233. 0.562. -0.263. 0.749)
10:40:12:993,(1.634. 1.007. -0.120),(0.249. 0.554. -0.257. 0.752)
10:40:13:505,(1.485. 1.010. -0.112),(0.205. 0.583. -0.273. 0.737)
10:40:14:017,(1.313. 1.016. -0.074),(0.180. 0.603. -0.260. 0.732)
10:40:14:527,(1.172. 1.016. -0.040),(0.143. 0.641. -0.257. 0.709)
10:40:15:038,(1.147. 1.019. -0.009),(0.145. 0.668. -0.222. 0.695)
10:40:15:542,(1.161. 1.011. -0.028),(0.147. 0.708. -0.251. 0.644)
10:40:16:049,(1.163. 1.033. -0.031),(0.116. 0.720. -0.211. 0.650)
10:40:16:559,(1.167. 1.030. -0.096),(0.022. 0.840. -0.299. 0.452)
10:40:17:065,(1.185. 1.030. -0.072),(0.001. 0.960. -0.281. 0.015)
10:40:17:572,(1.150. 1.027. -0.056),(-0.143. 0.896. -0.229. -0.352)
10:40:18:082,(1.129. 0.995. -0.053),(0.251. -0.771. 0.250. 0.530)
10:40:18:593,(1.139. 0.975. -0.087),(0.260. -0.743. 0.299. 0.540)
10:40:19:102,(1.117. 0.961. -0.063),(0.306. -0.691. 0.316. 0.574)
10:40:19:612,(1.052. 0.931. 0.005),(0.442. -0.547. 0.311. 0.639)
10:40:20:122,(1.074. 0.918. 0.059),(0.495. -0.513. 0.330. 0.619)
10:40:20:634,(1.049. 0.923. 0.007),(0.437. -0.594. 0.390. 0.551)
10:40:21:145,(1.073. 0.927. -0.087),(-0.289. 0.772. -0.477. -0.307)
10:40:21:655,(1.104. 0.927. -0.089),(-0.271. 0.769. -0.474. -0.333)
10:40:22:167,(1.076. 0.932. -0.086),(-0.281. 0.777. -0.429. -0.365)
10:40:22:677,(1.079. 0.933. -0.088),(-0.287. 0.790. -0.414. -0.349)
10:40:23:188,(1.076. 0.933. -0.101),(-0.273. 0.793. -0.414. -0.353)
10:40:23:695,(1.085. 0.968. -0.054),(-0.274. 0.780. -0.316. -0.464)
10:40:24:202,(1.077. 0.975. -0.051),(-0.282. 0.767. -0.290. -0.498)
10:40:24:711,(1.082. 0.951. -0.065),(-0.316. 0.745. -0.346. -0.475)
10:40:25:221,(1.086. 0.942. -0.064),(-0.308. 0.745. -0.368. -0.463)
10:40:25:732,(1.081. 0.946. -0.064),(-0.307. 0.746. -0.362. -0.467)
10:40:26:243,(1.085. 0.947. -0.067),(-0.297. 0.752. -0.362. -0.464)
10:40:26:744,(1.089. 0.961. -0.063),(-0.280. 0.767. -0.325. -0.476)
10:40:27:255,(1.101. 0.967. -0.062),(-0.274. 0.770. -0.314. -0.482)
10:40:27:755,(1.095. 0.963. -0.055),(-0.290. 0.765. -0.315. -0.480)
10:40:28:266,(1.106. 0.969. -0.053),(-0.275. 0.774. -0.304. -0.483)
10:40:28:776,(1.106. 0.968. -0.058),(-0.272. 0.774. -0.310. -0.481)
10:40:29:276,(1.105. 0.969. -0.057),(-0.271. 0.775. -0.309. -0.481)
10:40:29:787,(1.110. 0.972. -0.058),(-0.262. 0.780. -0.304. -0.480)
10:40:30:298,(1.110. 0.977. -0.056),(-0.253. 0.786. -0.289. -0.485)
10:40:30:809,(1.109. 0.984. -0.054),(-0.246. 0.791. -0.281. -0.485)
10:40:31:32,(1.123. 0.997. -0.047),(-0.229. 0.801. -0.256. -0.490)
10:40:31:821,(1.124. 1.001. -0.048),(-0.223. 0.803. -0.253. -0.491)
10:40:32:331,(1.123. 1.001. -0.051),(-0.220. 0.804. -0.256. -0.490)
10:40:32:842,(1.128. 1.003. -0.052),(-0.211. 0.813. -0.250. -0.481)
10:40:33:344,(1.132. 1.008. -0.052),(-0.205. 0.825. -0.237. -0.471)
10:40:33:852,(1.142. 1.010. -0.040),(-0.204. 0.829. -0.225. -0.471)
10:40:34:369,(1.144. 1.017. -0.043),(-0.190. 0.834. -0.214. -0.472)
10:40:34:874,(1.156. 1.043. -0.028),(-0.159. 0.847. -0.141. -0.488)
10:40:35:386,(1.158. 1.052. -0.020),(-0.148. 0.861. -0.106. -0.475)
10:40:35:896,(1.161. 1.050. -0.022),(-0.174. 0.880. -0.096. -0.432)
10:40:36:407,(1.166. 1.053. -0.038),(-0.156. 0.889. -0.096. -0.419)
10:40:36:919,(1.180. 1.061. -0.042),(-0.115. 0.902. -0.083. -0.409)
10:40:37:419,(1.184. 1.061. -0.050),(-0.093. 0.910. -0.102. -0.391)
10:40:37:929,(1.186. 1.059. -0.045),(-0.095. 0.910. -0.107. -0.390)
10:40:38:44,(1.182. 1.060. -0.046),(-0.094. 0.912. -0.108. -0.384)
10:40:38:952,(1.184. 1.059. -0.055),(-0.086. 0.913. -0.120. -0.380)
10:40:39:462,(1.175. 1.055. -0.065),(-0.089. 0.911. -0.141. -0.377)
10:40:39:973,(1.176. 1.053. -0.063),(-0.093. 0.910. -0.147. -0.376)
10:40:40:483,(1.163. 1.055. -0.053),(-0.096. 0.889. -0.140. -0.426)
10:40:40:994,(1.166. 1.058. -0.055),(-0.080. 0.896. -0.136. -0.415)
10:40:41:499,(1.178. 1.062. -0.054),(-0.062. 0.901. -0.123. -0.411)
10:40:42:008,(1.181. 1.063. -0.065),(-0.048. 0.909. -0.125. -0.395)
10:40:42:518,(1.163. 1.090. -0.119),(0.027. 0.972. -0.007. -0.234)
10:40:43:029,(0.925. 1.088. -0.295),(-0.027. 0.991. -0.053. -0.124)
10:40:43:54,(0.713. 0.989. -0.422),(-0.122. 0.978. -0.125. -0.113)
10:40:44:05,(0.605. 1.066. -0.534),(-0.106. 0.973. -0.147. -0.140)
10:40:44:562,(0.706. 1.391. -0.573),(-0.024. 0.993. -0.097. -0.069)
10:40:45:074,(0.843. 1.551. -0.521),(0.014. 0.998. -0.053. -0.010)
10:40:45:584,(0.888. 1.584. -0.493),(-0.005. 0.999. -0.028. -0.032)
10:40:46:096,(0.906. 1.579. -0.477),(0.007. 0.998. -0.053. -0.031)
10:40:46:606,(0.870. 1.574. -0.428),(0.003. 0.996. -0.078. -0.036)
10:40:47:119,(0.825. 1.574. -0.379),(-0.025. 0.994. -0.100. -0.023)
10:40:47:629,(0.813. 1.567. -0.365),(-0.043. 0.993. -0.104. -0.015)
10:40:48:139,(0.825. 1.564. -0.365),(-0.021. 0.994. -0.109. -0.004)
10:40:48:65,(0.834. 1.564. -0.364),(-0.009. 0.995. -0.097. -0.002)
10:40:49:16,(0.844. 1.559. -0.381),(-0.011. 0.992. -0.123. -0.024)
10:40:49:672,(0.840. 1.559. -0.407),(-0.020. 0.989. -0.129. -0.075)
10:40:50:182,(0.833. 1.568. -0.444),(-0.060. 0.982. -0.094. -0.152)
